Sr.No,Ib (mA),Vb(mv),T1,T2,Normalizarion 100,Inc Volt,Normalization 80,
7428,635,7240,30,30,55.50407294,7450,47.17877929,52.821538
7429,635,7240,30,30,55.51154622,7450,47.18513162,52.81518571
7430,640,7240,30,30,55.51901951,7450,47.19148395,52.80883342
7431,635,7240,30,30,55.52649279,7450,47.19783629,52.80248113
7432,640,7240,30,30,55.53396607,7450,47.20418862,52.79612884
7433,630,7240,30,30,55.54143935,7450,47.21054095,52.78977655
7434,635,7240,30,30,55.54891264,7450,47.21689329,52.78342426
7435,630,7240,30,30.5,55.55638592,7450,47.22324562,52.77707197
7436,635,7240,30,30,55.5638592,7450,47.22959795,52.77071968
7437,635,7240,30,30,55.57133249,7450,47.23595029,52.76436739
7438,635,7240,30,30,55.57880577,7450,47.24230262,52.7580151
7439,635,7240,30,30,55.58627905,7450,47.24865495,52.75166281
7440,630,7240,30,30,55.59375234,7450,47.25500729,52.74531051
7441,630,7240,30,30.5,55.60122562,7450,47.26135962,52.73895822
7442,630,7240,30,30.5,55.6086989,7450,47.26771195,52.73260593
7443,640,7240,30,30,55.61617218,7450,47.27406429,52.72625364
7444,640,7240,30,30,55.62364547,7450,47.28041662,52.71990135
7445,635,7240,30,30,55.63111875,7450,47.28676895,52.71354906
7446,635,7240,30,30,55.63859203,7450,47.29312129,52.70719677
7447,635,7240,30,30,55.64606532,7450,47.29947362,52.70084448
7448,635,7240,30,30,55.6535386,7450,47.30582595,52.69449219
7449,635,7240,30,30,55.66101188,7450,47.31217829,52.6881399
7450,630,7240,30,30,55.66848517,7450,47.31853062,52.68178761
7451,630,7240,30,30,55.67595845,7450,47.32488295,52.67543532
7452,630,7240,30,30.5,55.68343173,7450,47.33123529,52.66908303
7453,635,7240,30,30,55.69090501,7460,47.33758762,52.66273074
7454,635,7240,30,30,55.6983783,7460,47.34393995,52.65637845
7455,635,7240,30,30,55.70585158,7460,47.35029229,52.65002616
7456,635,7240,30,30,55.71332486,7460,47.35664462,52.64367387
7457,635,7240,30,30.5,55.72079815,7460,47.36299695,52.63732157
7458,640,7240,30,30.5,55.72827143,7460,47.36934929,52.63096928
7459,650,7230,30,30,55.73574471,7460,47.37570162,52.62461699
7460,635,7240,30,30,55.743218,7460,47.38205395,52.6182647
7461,635,7240,30,30,55.75069128,7460,47.38840629,52.61191241
7462,635,7240,30,30,55.75816456,7460,47.39475862,52.60556012
7463,635,7240,30,30,55.76563784,7460,47.40111095,52.59920783
7464,635,7240,30,30,55.77311113,7460,47.40746328,52.59285554
7465,635,7240,30,30,55.78058441,7460,47.41381562,52.58650325
7466,635,7240,30,30,55.78805769,7460,47.42016795,52.58015096
7467,635,7240,30,30.5,55.79553098,7460,47.42652028,52.57379867
7468,635,7240,30,30,55.80300426,7460,47.43287262,52.56744638
7469,635,7240,30,30.5,55.81047754,7460,47.43922495,52.56109409
7470,630,7240,30,30.5,55.81795083,7460,47.44557728,52.5547418
7471,630,7240,30,30.5,55.82542411,7460,47.45192962,52.54838951
7472,635,7240,30,30.5,55.83289739,7460,47.45828195,52.54203722
7473,635,7240,30,30.5,55.84037067,7460,47.46463428,52.53568493
7474,635,7240,30,30,55.84784396,7460,47.47098662,52.52933264
7475,630,7230,30,30,55.85531724,7460,47.47733895,52.52298034
7476,635,7230,30,30,55.86279052,7460,47.48369128,52.51662805
7477,635,7240,30,30.5,55.87026381,7460,47.49004362,52.51027576
7478,640,7240,30,30,55.87773709,7460,47.49639595,52.50392347
7479,635,7240,30,30.5,55.88521037,7460,47.50274828,52.49757118
7480,635,7240,30,30.5,55.89268366,7460,47.50910062,52.49121889
7481,635,7240,30,30.5,55.90015694,7460,47.51545295,52.4848666
7482,640,7240,30,30,55.90763022,7460,47.52180528,52.47851431
7483,635,7240,30.5,30.5,55.9151035,7460,47.52815762,52.47216202
7484,640,7240,30,30.5,55.92257679,7460,47.53450995,52.46580973
7485,635,7240,30,30.5,55.93005007,7460,47.54086228,52.45945744
7486,635,7240,30,30,55.93752335,7460,47.54721462,52.45310515
7487,635,7240,30.5,30.5,55.94499664,7460,47.55356695,52.44675286
7488,635,7240,30,30,55.95246992,7460,47.55991928,52.44040057
7489,635,7230,30,30,55.9599432,7460,47.56627162,52.43404828
7490,635,7230,30,30,55.96741649,7460,47.57262395,52.42769599
7491,630,7230,30,30,55.97488977,7460,47.57897628,52.4213437
7492,630,7230,30,30,55.98236305,7460,47.58532862,52.41499141
7493,630,7230,30,30,55.98983634,7460,47.59168095,52.40863911
7494,635,7230,30,30.5,55.99730962,7460,47.59803328,52.40228682
7495,640,7230,30,30,56.0047829,7460,47.60438562,52.39593453
7496,635,7230,30,30,56.01225618,7460,47.61073795,52.38958224
7497,640,7230,30,30.5,56.01972947,7460,47.61709028,52.38322995
7498,635,7240,30.5,30.5,56.02720275,7460,47.62344262,52.37687766
7499,630,7240,30,30.5,56.03467603,7460,47.62979495,52.37052537
7500,630,7240,30,30.5,56.04214932,7460,47.63614728,52.36417308
7501,630,7230,30.5,30.5,56.0496226,7460,47.64249962,52.35782079
7502,635,7230,30,30.5,56.05709588,7460,47.64885195,52.3514685
7503,635,7230,30,30,56.06456917,7460,47.65520428,52.34511621
7504,635,7230,30,30,56.07204245,7460,47.66155662,52.33876392
7505,635,7230,30,30.5,56.07951573,7460,47.66790895,52.33241163
7506,640,7230,30,30,56.08698901,7460,47.67426128,52.32605934
7507,635,7230,30,30.5,56.0944623,7460,47.68061362,52.31970705
7508,635,7230,30,30,56.10193558,7460,47.68696595,52.31335476
7509,635,7230,30,30,56.10940886,7460,47.69331828,52.30700247
7510,635,7230,30,30,56.11688215,7460,47.69967062,52.30065018
7511,635,7230,30,30,56.12435543,7460,47.70602295,52.29429788
7512,640,7230,30.5,30.5,56.13182871,7460,47.71237528,52.28794559
7513,635,7230,30,30,56.139302,7460,47.71872762,52.2815933
7514,635,7230,30,30,56.14677528,7460,47.72507995,52.27524101
7515,635,7230,30,30.5,56.15424856,7460,47.73143228,52.26888872
7516,635,7230,30,30.5,56.16172184,7460,47.73778462,52.26253643
7517,635,7230,30,30,56.16919513,7460,47.74413695,52.25618414
7518,635,7230,30,30,56.17666841,7460,47.75048928,52.24983185
7519,635,7230,30,30,56.18414169,7460,47.75684162,52.24347956
7520,630,7230,30,30,56.19161498,7460,47.76319395,52.23712727
7521,635,7230,30,30.5,56.19908826,7460,47.76954628,52.23077498
7522,635,7230,30,30.5,56.20656154,7460,47.77589862,52.22442269
7523,635,7230,30,30.5,56.21403483,7460,47.78225095,52.2180704
7524,630,7230,30,30.5,56.22150811,7460,47.78860328,52.21171811
7525,630,7230,30,30,56.22898139,7460,47.79495562,52.20536582
7526,630,7230,30,30,56.23645467,7460,47.80130795,52.19901353
7527,635,7230,30,30,56.24392796,7460,47.80766028,52.19266124
7528,630,7230,30,30.5,56.25140124,7460,47.81401261,52.18630895
7529,635,7230,30,30.5,56.25887452,7460,47.82036495,52.17995665
7530,635,7230,30,30,56.26634781,7460,47.82671728,52.17360436
7531,640,7230,30,30,56.27382109,7470,47.83306961,52.16725207
7532,635,7230,30,30,56.28129437,7470,47.83942195,52.16089978
7533,630,7230,30,30,56.28876766,7470,47.84577428,52.15454749
7534,635,7230,30,30,56.29624094,7470,47.85212661,52.1481952
7535,635,7230,30,30,56.30371422,7470,47.85847895,52.14184291
7536,635,7230,30,30,56.3111875,7470,47.86483128,52.13549062
7537,635,7230,30,30,56.31866079,7470,47.87118361,52.12913833
7538,630,7230,30,30,56.32613407,7470,47.87753595,52.12278604
7539,635,7230,30,30,56.33360735,7470,47.88388828,52.11643375
7540,630,7230,30,30,56.34108064,7470,47.89024061,52.11008146
7541,635,7230,30,30,56.34855392,7470,47.89659295,52.10372917
7542,635,7230,30,30,56.3560272,7470,47.90294528,52.09737688
7543,640,7230,30,30,56.36350049,7470,47.90929761,52.09102459
7544,635,7230,30,30,56.37097377,7470,47.91564995,52.0846723
7545,635,7230,30,30,56.37844705,7470,47.92200228,52.07832001
7546,635,7230,30,30,56.38592033,7470,47.92835461,52.07196772
7547,630,7230,30,30,56.39339362,7470,47.93470695,52.06561542
7548,635,7230,30,30,56.4008669,7470,47.94105928,52.05926313
7549,630,7230,30,30,56.40834018,7470,47.94741161,52.05291084
7550,640,7230,30,30,56.41581347,7470,47.95376395,52.04655855
7551,640,7230,30,30,56.42328675,7470,47.96011628,52.04020626
7552,635,7230,30,30,56.43076003,7470,47.96646861,52.03385397
7553,635,7230,30,30,56.43823332,7470,47.97282095,52.02750168
7554,630,7230,30,30,56.4457066,7470,47.97917328,52.02114939
7555,630,7230,30,30,56.45317988,7470,47.98552561,52.0147971
7556,640,7230,30,30,56.46065316,7470,47.99187795,52.00844481
7557,630,7230,30,30,56.46812645,7470,47.99823028,52.00209252
7558,630,7230,30,30,56.47559973,7470,48.00458261,51.99574023
7559,625,7230,30,30,56.48307301,7470,48.01093495,51.98938794
7560,635,7220,30,30,56.4905463,7470,48.01728728,51.98303565
7561,635,7230,30,30,56.49801958,7470,48.02363961,51.97668336
7562,635,7230,30,30,56.50549286,7470,48.02999195,51.97033107
7563,630,7220,30,30,56.51296615,7470,48.03634428,51.96397878
7564,640,7230,30,30,56.52043943,7470,48.04269661,51.95762648
7565,635,7230,30,30,56.52791271,7470,48.04904895,51.95127419
7566,635,7230,30,30,56.535386,7470,48.05540128,51.9449219
7567,635,7220,30,30,56.54285928,7470,48.06175361,51.93856961
7568,635,7230,30,30,56.55033256,7470,48.06810595,51.93221732
7569,640,7220,30,30,56.55780584,7470,48.07445828,51.92586503
7570,635,7230,30,30,56.56527913,7470,48.08081061,51.91951274
7571,630,7220,30,30,56.57275241,7470,48.08716295,51.91316045
7572,630,7220,30,30,56.58022569,7470,48.09351528,51.90680816
7573,635,7220,30,30,56.58769898,7470,48.09986761,51.90045587
7574,635,7220,30,30,56.59517226,7480,48.10621995,51.89410358
7575,635,7220,30,30,56.60264554,7480,48.11257228,51.88775129
7576,640,7220,30,30,56.61011883,7480,48.11892461,51.881399
7577,635,7220,30,30,56.61759211,7500,48.12527695,51.87504671
7578,630,7220,30,30,56.62506539,7500,48.13162928,51.86869442
7579,635,7220,30,30,56.63253867,7500,48.13798161,51.86234213
7580,635,7220,30,30,56.64001196,7500,48.14433395,51.85598984
7581,635,7220,30,30,56.64748524,7500,48.15068628,51.84963755
7582,630,7220,30,30,56.65495852,7500,48.15703861,51.84328525
7583,635,7220,30,30,56.66243181,7500,48.16339095,51.83693296
7584,635,7220,30,30,56.66990509,7500,48.16974328,51.83058067
7585,635,7220,30,30,56.67737837,7500,48.17609561,51.82422838
7586,635,7220,30,30,56.68485166,7500,48.18244795,51.81787609
7587,630,7220,30,30,56.69232494,7500,48.18880028,51.8115238
7588,635,7220,30,30,56.69979822,7500,48.19515261,51.80517151
7589,635,7220,30,30,56.7072715,7500,48.20150495,51.79881922
7590,635,7220,30,30,56.71474479,7500,48.20785728,51.79246693
7591,635,7220,30,30,56.72221807,7500,48.21420961,51.78611464
7592,635,7220,30,30,56.72969135,7500,48.22056194,51.77976235
7593,630,7220,30,30,56.73716464,7500,48.22691428,51.77341006
7594,640,7220,30,30,56.74463792,7500,48.23326661,51.76705777
7595,630,7220,30,30,56.7521112,7500,48.23961894,51.76070548
7596,635,7220,30,30,56.75958449,7500,48.24597128,51.75435319
7597,635,7220,30,30,56.76705777,7500,48.25232361,51.7480009
7598,635,7220,30,30,56.77453105,7500,48.25867594,51.74164861
7599,630,7220,30,30,56.78200433,7500,48.26502828,51.73529632
7600,635,7220,30,30,56.78947762,7500,48.27138061,51.72894402
7601,635,7220,30,30,56.7969509,7500,48.27773294,51.72259173
7602,640,7220,30,30,56.80442418,7500,48.28408528,51.71623944
7603,635,7220,30,30,56.81189747,7500,48.29043761,51.70988715
7604,635,7220,30,30,56.81937075,7500,48.29678994,51.70353486
7605,635,7220,30,30,56.82684403,7500,48.30314228,51.69718257
7606,630,7220,30,30,56.83431732,7500,48.30949461,51.69083028
7607,635,7220,30,30,56.8417906,7500,48.31584694,51.68447799
7608,635,7220,30,30,56.84926388,7500,48.32219928,51.6781257
7609,635,7220,30,30.5,56.85673716,7500,48.32855161,51.67177341
7610,635,7220,30,30.5,56.86421045,7500,48.33490394,51.66542112
7611,630,7220,30,30,56.87168373,7500,48.34125628,51.65906883
7612,635,7220,30,30.5,56.87915701,7500,48.34760861,51.65271654
7613,635,7220,30,30,56.8866303,7500,48.35396094,51.64636425
7614,635,7220,30,30,56.89410358,7500,48.36031328,51.64001196
7615,635,7220,30,30,56.90157686,7500,48.36666561,51.63365967
7616,635,7220,30,30,56.90905015,7500,48.37301794,51.62730738
7617,635,7220,30,30.5,56.91652343,7500,48.37937028,51.62095509
7618,640,7220,30,30,56.92399671,7500,48.38572261,51.61460279
7619,635,7220,30,30,56.93146999,7500,48.39207494,51.6082505
7620,635,7220,30,30,56.93894328,7500,48.39842728,51.60189821
7621,630,7220,30,30,56.94641656,7500,48.40477961,51.59554592
7622,630,7220,30,30,56.95388984,7500,48.41113194,51.58919363
7623,630,7220,30,30,56.96136313,7500,48.41748428,51.58284134
7624,640,7220,30,30,56.96883641,7500,48.42383661,51.57648905
7625,640,7220,30,30,56.97630969,7500,48.43018894,51.57013676
7626,640,7220,30,30,56.98378298,7510,48.43654128,51.56378447
7627,635,7220,30,30,56.99125626,7510,48.44289361,51.55743218
7628,635,7220,30,30,56.99872954,7510,48.44924594,51.55107989
7629,635,7220,30,30,57.00620282,7510,48.45559828,51.5447276
7630,635,7220,30,30,57.01367611,7510,48.46195061,51.53837531
7631,630,7220,30,30,57.02114939,7510,48.46830294,51.53202302
7632,635,7220,30,30,57.02862267,7510,48.47465528,51.52567073
7633,635,7220,30,30,57.03609596,7510,48.48100761,51.51931844
7634,630,7220,30,30,57.04356924,7510,48.48735994,51.51296615
7635,630,7220,30,30,57.05104252,7510,48.49371228,51.50661386
7636,630,7220,30,30,57.05851581,7510,48.50006461,51.50026156
7637,640,7220,30,30,57.06598909,7510,48.50641694,51.49390927
7638,635,7220,30,30,57.07346237,7510,48.51276928,51.48755698
7639,635,7220,30,30,57.08093566,7510,48.51912161,51.48120469
7640,635,7220,30,30,57.08840894,7510,48.52547394,51.4748524
7641,630,7220,30,30,57.09588222,7510,48.53182628,51.46850011
7642,635,7220,30,30,57.1033555,7510,48.53817861,51.46214782
7643,630,7220,30,30,57.11082879,7510,48.54453094,51.45579553
7644,635,7220,30,30,57.11830207,7510,48.55088328,51.44944324
7645,630,7220,30,30,57.12577535,7510,48.55723561,51.44309095
7646,635,7220,30,30,57.13324864,7510,48.56358794,51.43673866
7647,635,7220,30,30,57.14072192,7510,48.56994028,51.43038637
7648,635,7220,30,30,57.1481952,7510,48.57629261,51.42403408
7649,635,7220,30,30,57.15566849,7510,48.58264494,51.41768179
7650,640,7210,30,30,57.16314177,7510,48.58899728,51.4113295
7651,635,7210,30,30,57.17061505,7510,48.59534961,51.40497721
7652,640,7210,30,30,57.17808833,7510,48.60170194,51.39862492
7653,635,7220,30,30,57.18556162,7510,48.60805428,51.39227262
7654,635,7220,30,30,57.1930349,7510,48.61440661,51.38592033
7655,635,7220,30,30,57.20050818,7510,48.62075894,51.37956804
7656,640,7220,30,30,57.20798147,7510,48.62711128,51.37321575
7657,635,7220,30,30.5,57.21545475,7510,48.63346361,51.36686346
7658,635,7220,30,30,57.22292803,7510,48.63981594,51.36051117
7659,635,7220,30,30,57.23040132,7510,48.64616827,51.35415888
7660,635,7210,30,30,57.2378746,7510,48.65252061,51.34780659
7661,630,7210,30,30,57.24534788,7510,48.65887294,51.3414543
7662,635,7210,30,30,57.25282116,7510,48.66522527,51.33510201
7663,630,7220,30,30,57.26029445,7510,48.67157761,51.32874972
7664,635,7210,30,30,57.26776773,7510,48.67792994,51.32239743
7665,635,7210,30,30,57.27524101,7510,48.68428227,51.31604514
7666,635,7210,30,30,57.2827143,7510,48.69063461,51.30969285
7667,635,7210,30,30,57.29018758,7510,48.69698694,51.30334056
7668,635,7210,30,30,57.29766086,7510,48.70333927,51.29698827
7669,635,7210,30,30,57.30513415,7510,48.70969161,51.29063598
7670,635,7210,30,30,57.31260743,7510,48.71604394,51.28428369
7671,635,7210,30,30,57.32008071,7510,48.72239627,51.27793139
7672,630,7210,30,30,57.32755399,7510,48.72874861,51.2715791
7673,635,7210,30,30,57.33502728,7510,48.73510094,51.26522681
7674,630,7210,30,30,57.34250056,7510,48.74145327,51.25887452
7675,635,7210,30,30,57.34997384,7510,48.74780561,51.25252223
7676,635,7210,30,30,57.35744713,7510,48.75415794,51.24616994
7677,630,7210,30,30,57.36492041,7510,48.76051027,51.23981765
7678,640,7210,30,30,57.37239369,7510,48.76686261,51.23346536
7679,635,7210,30,30,57.37986698,7510,48.77321494,51.22711307
7680,635,7210,30,30,57.38734026,7510,48.77956727,51.22076078
7681,640,7210,30,30,57.39481354,7510,48.78591961,51.21440849
7682,640,7210,30,30,57.40228682,7510,48.79227194,51.2080562
7683,640,7210,30,30,57.40976011,7510,48.79862427,51.20170391
7684,640,7210,30,30,57.41723339,7510,48.80497661,51.19535162
7685,635,7210,30,30,57.42470667,7510,48.81132894,51.18899933
7686,635,7210,30,30,57.43217996,7510,48.81768127,51.18264704
7687,635,7210,30,30,57.43965324,7510,48.82403361,51.17629475
7688,630,7210,30,30,57.44712652,7510,48.83038594,51.16994246
7689,635,7210,30,30,57.45459981,7510,48.83673827,51.16359016
7690,630,7210,30,30,57.46207309,7510,48.84309061,51.15723787
7691,640,7210,30,30,57.46954637,7510,48.84944294,51.15088558
7692,640,7210,30,30,57.47701965,7510,48.85579527,51.14453329
7693,635,7210,30,30,57.48449294,7510,48.86214761,51.138181
7694,630,7210,30,30,57.49196622,7510,48.86849994,51.13182871
7695,640,7210,30,30,57.4994395,7520,48.87485227,51.12547642
7696,630,7210,30,30,57.50691279,7520,48.88120461,51.11912413
7697,635,7210,30,30,57.51438607,7520,48.88755694,51.11277184
7698,635,7210,30,30,57.52185935,7520,48.89390927,51.10641955
7699,640,7210,30,30,57.52933264,7520,48.90026161,51.10006726
7700,640,7210,30,30,57.53680592,7520,48.90661394,51.09371497
7701,640,7210,30,30,57.5442792,7520,48.91296627,51.08736268
7702,635,7210,30,30,57.55175248,7520,48.91931861,51.08101039
7703,640,7210,30,30,57.55922577,7520,48.92567094,51.0746581
7704,640,7210,30,30,57.56669905,7520,48.93202327,51.06830581
7705,635,7210,30,30,57.57417233,7520,48.93837561,51.06195352
7706,640,7210,30,30,57.58164562,7520,48.94472794,51.05560123
7707,635,7210,30,30,57.5891189,7520,48.95108027,51.04924893
7708,635,7210,30,30,57.59659218,7520,48.95743261,51.04289664
7709,635,7210,30,30,57.60406547,7520,48.96378494,51.03654435
7710,635,7210,30,30,57.61153875,7520,48.97013727,51.03019206
7711,635,7210,30,30,57.61901203,7520,48.97648961,51.02383977
7712,635,7210,30,30,57.62648531,7520,48.98284194,51.01748748
7713,640,7210,30,30,57.6339586,7520,48.98919427,51.01113519
7714,630,7210,30,30,57.64143188,7520,48.99554661,51.0047829
7715,640,7210,30,30,57.64890516,7520,49.00189894,50.99843061
7716,635,7210,30,30,57.65637845,7520,49.00825127,50.99207832
7717,635,7210,30,30,57.66385173,7520,49.01460361,50.98572603
7718,640,7210,30,30,57.67132501,7520,49.02095594,50.97937374
7719,630,7210,30,30,57.6787983,7520,49.02730827,50.97302145
7720,630,7210,30,30,57.68627158,7520,49.03366061,50.96666916
7721,640,7210,30,30,57.69374486,7520,49.04001294,50.96031687
7722,635,7210,30,30,57.70121815,7520,49.04636527,50.95396458
7723,640,7210,30,30,57.70869143,7520,49.0527176,50.94761229
7724,630,7210,30,30,57.71616471,7520,49.05906994,50.94126
7725,630,7210,30,30,57.72363799,7520,49.06542227,50.9349077
7726,635,7210,30,30,57.73111128,7520,49.0717746,50.92855541
7727,635,7210,30,30,57.73858456,7520,49.07812694,50.92220312
7728,640,7210,30,30,57.74605784,7520,49.08447927,50.91585083
7729,635,7210,30,30,57.75353113,7520,49.0908316,50.90949854
7730,640,7210,30,30,57.76100441,7520,49.09718394,50.90314625
7731,635,7210,30,30,57.76847769,7520,49.10353627,50.89679396
7732,635,7210,30,30,57.77595098,7520,49.1098886,50.89044167
7733,630,7210,30,30,57.78342426,7520,49.11624094,50.88408938
7734,635,7210,30,30,57.79089754,7520,49.12259327,50.87773709
7735,630,7210,30,30,57.79837082,7520,49.1289456,50.8713848
7736,635,7210,30,30,57.80584411,7520,49.13529794,50.86503251
7737,630,7210,30,30,57.81331739,7520,49.14165027,50.85868022
7738,630,7210,30,30,57.82079067,7520,49.1480026,50.85232793
7739,630,7210,30,30,57.82826396,7520,49.15435494,50.84597564
7740,630,7210,30,30,57.83573724,7520,49.16070727,50.83962335
7741,635,7210,30,30,57.84321052,7520,49.1670596,50.83327106
7742,635,7200,30,30,57.85068381,7520,49.17341194,50.82691877
7743,635,7210,30,30,57.85815709,7520,49.17976427,50.82056647
7744,640,7210,30,30,57.86563037,7520,49.1861166,50.81421418
7745,635,7210,30,30,57.87310365,7520,49.19246894,50.80786189
7746,635,7200,30,30,57.88057694,7520,49.19882127,50.8015096
7747,635,7200,30,30,57.88805022,7520,49.2051736,50.79515731
7748,635,7210,30,30,57.8955235,7520,49.21152594,50.78880502
7749,640,7210,30,30,57.90299679,7520,49.21787827,50.78245273
7750,635,7210,30,30,57.91047007,7520,49.2242306,50.77610044
7751,635,7210,30,30,57.91794335,7520,49.23058294,50.76974815
7752,640,7200,30,30,57.92541664,7520,49.23693527,50.76339586
7753,640,7210,30,30,57.93288992,7520,49.2432876,50.75704357
7754,640,7210,30,30,57.9403632,7520,49.24963994,50.75069128
7755,630,7210,30,30,57.94783648,7520,49.25599227,50.74433899
7756,625,7210,30,30,57.95530977,7520,49.2623446,50.7379867
7757,635,7210,30,30,57.96278305,7520,49.26869694,50.73163441
7758,635,7200,30,30,57.97025633,7520,49.27504927,50.72528212
7759,635,7200,30,30,57.97772962,7520,49.2814016,50.71892983
7760,635,7210,30,30,57.9852029,7520,49.28775394,50.71257753
7761,630,7200,30,30,57.99267618,7520,49.29410627,50.70622524
7762,630,7200,30,30,58.00014947,7520,49.3004586,50.69987295
7763,635,7200,30,30,58.00762275,7520,49.30681094,50.69352066
7764,635,7200,30,30,58.01509603,7520,49.31316327,50.68716837
7765,640,7200,30,30,58.02256931,7530,49.3195156,50.68081608
7766,635,7200,30,30,58.0300426,7530,49.32586794,50.67446379
7767,640,7200,30,30,58.03751588,7530,49.33222027,50.6681115
7768,635,7200,30,30,58.04498916,7530,49.3385726,50.66175921
7769,635,7200,30,30,58.05246245,7530,49.34492494,50.65540692
7770,635,7200,30,30,58.05993573,7530,49.35127727,50.64905463
7771,630,7200,30,30,58.06740901,7530,49.3576296,50.64270234
7772,635,7200,30,30,58.0748823,7530,49.36398194,50.63635005
7773,635,7200,30,30,58.08235558,7530,49.37033427,50.62999776
7774,635,7200,30,30,58.08982886,7530,49.3766866,50.62364547
7775,635,7200,30,30,58.09730214,7530,49.38303894,50.61729318
7776,635,7200,30,30,58.10477543,7530,49.38939127,50.61094089
7777,635,7200,30,30,58.11224871,7530,49.3957436,50.6045886
7778,635,7200,30,30,58.11972199,7530,49.40209594,50.5982363
7779,630,7200,30,30,58.12719528,7530,49.40844827,50.59188401
7780,630,7200,30,30,58.13466856,7530,49.4148006,50.58553172
7781,635,7200,30,30,58.14214184,7530,49.42115294,50.57917943
7782,640,7200,30,30,58.14961513,7530,49.42750527,50.57282714
7783,640,7200,30,30,58.15708841,7530,49.4338576,50.56647485
7784,635,7200,30,30,58.16456169,7530,49.44020994,50.56012256
7785,640,7200,30,30,58.17203497,7530,49.44656227,50.55377027
7786,635,7200,30,30,58.17950826,7530,49.4529146,50.54741798
7787,635,7200,30,30,58.18698154,7530,49.45926693,50.54106569
7788,635,7200,30,30,58.19445482,7530,49.46561927,50.5347134
7789,640,7200,30,30,58.20192811,7530,49.4719716,50.52836111
7790,640,7200,30,30,58.20940139,7530,49.47832393,50.52200882
7791,635,7200,30,30,58.21687467,7530,49.48467627,50.51565653
7792,635,7200,30,30,58.22434796,7530,49.4910286,50.50930424
7793,635,7200,30,30,58.23182124,7530,49.49738093,50.50295195
7794,635,7200,30,30,58.23929452,7530,49.50373327,50.49659966
7795,635,7200,30,30,58.24676781,7530,49.5100856,50.49024737
7796,635,7200,30,30,58.25424109,7530,49.51643793,50.48389507
7797,630,7200,30,30,58.26171437,7530,49.52279027,50.47754278
7798,630,7200,30,30,58.26918765,7530,49.5291426,50.47119049
7799,625,7200,30,30,58.27666094,7530,49.53549493,50.4648382
7800,635,7200,30,30,58.28413422,7530,49.54184727,50.45848591
7801,635,7200,30,30,58.2916075,7530,49.5481996,50.45213362
7802,645,7200,30,30,58.29908079,7530,49.55455193,50.44578133
7803,635,7200,30,30,58.30655407,7530,49.56090427,50.43942904
7804,635,7200,30,30,58.31402735,7530,49.5672566,50.43307675
7805,635,7200,30,30,58.32150064,7530,49.57360893,50.42672446
7806,630,7200,30,30,58.32897392,7530,49.57996127,50.42037217
7807,630,7200,30,30,58.3364472,7530,49.5863136,50.41401988
7808,635,7200,30,30,58.34392048,7530,49.59266593,50.40766759
7809,635,7200,30,30,58.35139377,7530,49.59901827,50.4013153
7810,640,7200,30,30,58.35886705,7530,49.6053706,50.39496301
7811,635,7200,30,30,58.36634033,7530,49.61172293,50.38861072
7812,635,7200,30,30,58.37381362,7530,49.61807527,50.38225843
7813,635,7200,30,30,58.3812869,7530,49.6244276,50.37590614
7814,630,7200,30,30,58.38876018,7530,49.63077993,50.36955384
7815,635,7200,30,30,58.39623347,7530,49.63713227,50.36320155
7816,635,7200,30,30,58.40370675,7530,49.6434846,50.35684926
7817,640,7200,30,30,58.41118003,7530,49.64983693,50.35049697
7818,630,7200,30,30,58.41865331,7530,49.65618927,50.34414468
7819,630,7200,30,30,58.4261266,7530,49.6625416,50.33779239
7820,635,7200,30,30,58.43359988,7530,49.66889393,50.3314401
7821,640,7200,30,30,58.44107316,7530,49.67524627,50.32508781
7822,635,7200,30,30,58.44854645,7530,49.6815986,50.31873552
7823,635,7200,30,30,58.45601973,7530,49.68795093,50.31238323
7824,635,7200,30,30,58.46349301,7530,49.69430327,50.30603094
7825,630,7200,30,30,58.4709663,7530,49.7006556,50.29967865
7826,635,7200,30,30,58.47843958,7530,49.70700793,50.29332636
7827,635,7200,30,30,58.48591286,7530,49.71336027,50.28697407
7828,640,7200,30,30,58.49338614,7530,49.7197126,50.28062178
7829,630,7200,30,30,58.50085943,7530,49.72606493,50.27426949
7830,635,7200,30,30,58.50833271,7530,49.73241727,50.2679172
7831,635,7200,30,30,58.51580599,7530,49.7387696,50.26156491
7832,630,7200,30,30,58.52327928,7530,49.74512193,50.25521261
7833,635,7200,30,30,58.53075256,7530,49.75147427,50.24886032
7834,635,7200,30,30,58.53822584,7530,49.7578266,50.24250803
7835,630,7200,30,30,58.54569913,7530,49.76417893,50.23615574
7836,630,7200,30,30,58.55317241,7530,49.77053127,50.22980345
7837,630,7200,30,30,58.56064569,7530,49.7768836,50.22345116
7838,635,7200,30,30,58.56811897,7530,49.78323593,50.21709887
7839,640,7200,30,30,58.57559226,7540,49.78958827,50.21074658
7840,635,7200,30,30,58.58306554,7540,49.7959406,50.20439429
7841,635,7200,30,30,58.59053882,7540,49.80229293,50.198042
7842,635,7200,30,30,58.59801211,7540,49.80864527,50.19168971
7843,630,7190,30,30,58.60548539,7540,49.8149976,50.18533742
7844,635,7200,30,30,58.61295867,7540,49.82134993,50.17898513
7845,640,7190,30,30,58.62043196,7540,49.82770227,50.17263284
7846,640,7200,30,30,58.62790524,7540,49.8340546,50.16628055
7847,640,7200,30,30,58.63537852,7540,49.84040693,50.15992826
