Sr.No,Ib (mA),Vb(mv),T1,T2,Normalizarion 100,Inc Volt,Normalization 80,
3481,635,7820,30,30,26.00702489,7000,22.10611982,77.89402885
3482,635,7820,30,30,26.01449817,7000,22.11247216,77.88767656
3483,635,7820,30,30,26.02197145,7010,22.11882449,77.88132427
3484,635,7820,30,30,26.02944474,7010,22.12517682,77.87497198
3485,635,7820,30,30,26.03691802,7010,22.13152916,77.86861968
3486,630,7820,30,30,26.0443913,7010,22.13788149,77.86226739
3487,630,7820,30,30,26.05186458,7010,22.14423382,77.8559151
3488,635,7820,30,30,26.05933787,7010,22.15058615,77.84956281
3489,635,7820,30,30,26.06681115,7010,22.15693849,77.84321052
3490,635,7820,30,30,26.07428443,7010,22.16329082,77.83685823
3491,635,7820,30,30,26.08175772,7010,22.16964315,77.83050594
3492,630,7820,30,30,26.089231,7010,22.17599549,77.82415365
3493,635,7820,30,30,26.09670428,7010,22.18234782,77.81780136
3494,635,7820,30,30,26.10417757,7010,22.18870015,77.81144907
3495,630,7820,30,30,26.11165085,7010,22.19505249,77.80509678
3496,630,7820,30,30,26.11912413,7010,22.20140482,77.79874449
3497,635,7820,30,30,26.12659741,7010,22.20775715,77.7923922
3498,640,7820,30,30,26.1340707,7010,22.21410949,77.78603991
3499,640,7820,30,30,26.14154398,7010,22.22046182,77.77968762
3500,635,7820,30,30,26.14901726,7010,22.22681415,77.77333533
3501,640,7820,30,30,26.15649055,7010,22.23316649,77.76698304
3502,640,7820,30,30,26.16396383,7010,22.23951882,77.76063074
3503,635,7810,30,30,26.17143711,7010,22.24587115,77.75427845
3504,635,7820,30,30,26.1789104,7010,22.25222349,77.74792616
3505,635,7820,30,30,26.18638368,7010,22.25857582,77.74157387
3506,635,7820,30,30,26.19385696,7010,22.26492815,77.73522158
3507,635,7810,30,30,26.20133024,7010,22.27128049,77.72886929
3508,635,7810,30,30,26.20880353,7010,22.27763282,77.722517
3509,630,7820,30,30,26.21627681,7010,22.28398515,77.71616471
3510,635,7810,30,30,26.22375009,7010,22.29033749,77.70981242
3511,630,7820,30,30,26.23122338,7010,22.29668982,77.70346013
3512,635,7810,30,30,26.23869666,7010,22.30304215,77.69710784
3513,635,7810,30,30,26.24616994,7010,22.30939449,77.69075555
3514,640,7810,30,30,26.25364323,7010,22.31574682,77.68440326
3515,630,7810,30,30,26.26111651,7010,22.32209915,77.67805097
3516,635,7810,30,30,26.26858979,7010,22.32845149,77.67169868
3517,640,7810,30,30,26.27606307,7010,22.33480382,77.66534639
3518,640,7810,30,30,26.28353636,7010,22.34115615,77.6589941
3519,635,7810,30,30,26.29100964,7010,22.34750849,77.65264181
3520,635,7810,30,30,26.29848292,7010,22.35386082,77.64628951
3521,635,7810,30,30,26.30595621,7010,22.36021315,77.63993722
3522,635,7810,30,30,26.31342949,7010,22.36656549,77.63358493
3523,635,7810,30,30,26.32090277,7010,22.37291782,77.62723264
3524,635,7810,30,30,26.32837606,7010,22.37927015,77.62088035
3525,630,7810,30,30,26.33584934,7010,22.38562249,77.61452806
3526,635,7810,30,30,26.34332262,7010,22.39197482,77.60817577
3527,635,7810,30,30,26.3507959,7010,22.39832715,77.60182348
3528,640,7810,30,30,26.35826919,7010,22.40467949,77.59547119
3529,635,7810,30,30,26.36574247,7010,22.41103182,77.5891189
3530,635,7810,30,30,26.37321575,7010,22.41738415,77.58276661
3531,640,7810,30,30,26.38068904,7010,22.42373649,77.57641432
3532,635,7810,30,30,26.38816232,7010,22.43008882,77.57006203
3533,640,7810,30,30,26.3956356,7010,22.43644115,77.56370974
3534,635,7810,30,30,26.40310889,7010,22.44279349,77.55735745
3535,635,7810,30,30,26.41058217,7010,22.44914582,77.55100516
3536,640,7810,30,30,26.41805545,7010,22.45549815,77.54465287
3537,635,7810,30,30,26.42552873,7010,22.46185049,77.53830058
3538,635,7810,30,30,26.43300202,7010,22.46820282,77.53194828
3539,640,7810,30,30,26.4404753,7010,22.47455515,77.52559599
3540,640,7810,30,30,26.44794858,7010,22.48090749,77.5192437
3541,635,7810,30,30,26.45542187,7010,22.48725982,77.51289141
3542,640,7810,30,30,26.46289515,7010,22.49361215,77.50653912
3543,630,7810,30,30,26.47036843,7010,22.49996449,77.50018683
3544,630,7810,30,30,26.47784172,7010,22.50631682,77.49383454
3545,635,7810,30,30,26.485315,7010,22.51266915,77.48748225
3546,635,7810,30,30,26.49278828,7010,22.51902149,77.48112996
3547,630,7810,30,30,26.50026156,7010,22.52537382,77.47477767
3548,635,7810,30,30,26.50773485,7010,22.53172615,77.46842538
3549,640,7810,30,30,26.51520813,7010,22.53807849,77.46207309
3550,635,7810,30,30,26.52268141,7010,22.54443082,77.4557208
3551,635,7810,30,30,26.5301547,7010,22.55078315,77.44936851
3552,635,7810,30,30,26.53762798,7010,22.55713548,77.44301622
3553,640,7810,30,30,26.54510126,7010,22.56348782,77.43666393
3554,640,7810,30,30,26.55257455,7010,22.56984015,77.43031164
3555,635,7810,30,30,26.56004783,7010,22.57619248,77.42395935
3556,635,7810,30,30,26.56752111,7010,22.58254482,77.41760705
3557,635,7810,30,30,26.5749944,7010,22.58889715,77.41125476
3558,635,7810,30,30,26.58246768,7010,22.59524948,77.40490247
3559,630,7810,30,30,26.58994096,7010,22.60160182,77.39855018
3560,630,7810,30,30,26.59741424,7010,22.60795415,77.39219789
3561,635,7810,30,30,26.60488753,7010,22.61430648,77.3858456
3562,635,7800,30,30,26.61236081,7010,22.62065882,77.37949331
3563,635,7800,30,30,26.61983409,7010,22.62701115,77.37314102
3564,635,7810,30,30,26.62730738,7010,22.63336348,77.36678873
3565,635,7800,30,30,26.63478066,7010,22.63971582,77.36043644
3566,640,7810,30,30,26.64225394,7010,22.64606815,77.35408415
3567,640,7800,30,30,26.64972723,7010,22.65242048,77.34773186
3568,635,7810,30,30,26.65720051,7010,22.65877282,77.34137957
3569,630,7810,30,30,26.66467379,7010,22.66512515,77.33502728
3570,635,7810,30,30,26.67214707,7010,22.67147748,77.32867499
3571,635,7800,30,30,26.67962036,7010,22.67782982,77.3223227
3572,640,7800,30,30,26.68709364,7010,22.68418215,77.31597041
3573,635,7800,30,30,26.69456692,7010,22.69053448,77.30961812
3574,635,7800,30,30,26.70204021,7010,22.69688682,77.30326582
3575,635,7800,30,30,26.70951349,7010,22.70323915,77.29691353
3576,635,7800,30,30,26.71698677,7010,22.70959148,77.29056124
3577,635,7800,30,30,26.72446006,7010,22.71594382,77.28420895
3578,635,7800,30,30,26.73193334,7010,22.72229615,77.27785666
3579,635,7800,30,30,26.73940662,7010,22.72864848,77.27150437
3580,640,7800,30,30,26.7468799,7010,22.73500082,77.26515208
3581,635,7800,30,30,26.75435319,7020,22.74135315,77.25879979
3582,640,7800,30,30,26.76182647,7020,22.74770548,77.2524475
3583,640,7800,30,30,26.76929975,7020,22.75405782,77.24609521
3584,635,7800,30,30,26.77677304,7020,22.76041015,77.23974292
3585,635,7800,30,30,26.78424632,7020,22.76676248,77.23339063
3586,635,7800,30,30,26.7917196,7020,22.77311482,77.22703834
3587,630,7800,30,30,26.79919289,7020,22.77946715,77.22068605
3588,635,7800,30,30,26.80666617,7020,22.78581948,77.21433376
3589,635,7800,30,30,26.81413945,7020,22.79217182,77.20798147
3590,635,7800,30,30,26.82161273,7020,22.79852415,77.20162918
3591,635,7800,30,30,26.82908602,7020,22.80487648,77.19527688
3592,635,7800,30,30,26.8365593,7020,22.81122882,77.18892459
3593,635,7800,30,30,26.84403258,7020,22.81758115,77.1825723
3594,640,7800,30,30,26.85150587,7020,22.82393348,77.17622001
3595,635,7800,30,30,26.85897915,7020,22.83028582,77.16986772
3596,635,7800,30,30,26.86645243,7020,22.83663815,77.16351543
3597,630,7800,30,30,26.87392572,7020,22.84299048,77.15716314
3598,635,7800,30,30,26.881399,7020,22.84934282,77.15081085
3599,640,7800,30,30,26.88887228,7020,22.85569515,77.14445856
3600,635,7800,30,30,26.89634556,7020,22.86204748,77.13810627
3601,635,7800,30,30,26.90381885,7020,22.86839982,77.13175398
3602,635,7800,30,30,26.91129213,7020,22.87475215,77.12540169
3603,635,7800,30,30,26.91876541,7020,22.88110448,77.1190494
3604,630,7800,30,30,26.9262387,7020,22.88745682,77.11269711
3605,635,7800,30,30,26.93371198,7020,22.89380915,77.10634482
3606,635,7800,30,30,26.94118526,7020,22.90016148,77.09999253
3607,635,7800,30,30,26.94865855,7020,22.90651382,77.09364024
3608,635,7800,30,30,26.95613183,7020,22.91286615,77.08728795
3609,640,7800,30,30,26.96360511,7020,22.91921848,77.08093565
3610,635,7800,30,30,26.97107839,7020,22.92557082,77.07458336
3611,635,7800,30,30,26.97855168,7020,22.93192315,77.06823107
3612,630,7800,30,30,26.98602496,7020,22.93827548,77.06187878
3613,630,7800,30,30,26.99349824,7020,22.94462782,77.05552649
3614,635,7800,30,30,27.00097153,7020,22.95098015,77.0491742
3615,635,7800,30,30,27.00844481,7020,22.95733248,77.04282191
3616,635,7800,30,30,27.01591809,7020,22.96368482,77.03646962
3617,630,7800,30,30,27.02339138,7020,22.97003715,77.03011733
3618,630,7800,30,30,27.03086466,7020,22.97638948,77.02376504
3619,630,7800,30,30,27.03833794,7020,22.98274181,77.01741275
3620,635,7800,30,30,27.04581122,7020,22.98909415,77.01106046
3621,635,7800,30,30,27.05328451,7020,22.99544648,77.00470817
3622,630,7800,30,30,27.06075779,7020,23.00179881,76.99835588
3623,635,7800,30,30,27.06823107,7020,23.00815115,76.99200359
3624,635,7800,30,30,27.07570436,7020,23.01450348,76.9856513
3625,635,7800,30,30,27.08317764,7020,23.02085581,76.97929901
3626,630,7790,30,30,27.09065092,7020,23.02720815,76.97294672
3627,635,7800,30,30,27.09812421,7020,23.03356048,76.96659442
3628,635,7800,30,30,27.10559749,7020,23.03991281,76.96024213
3629,635,7800,30,30,27.11307077,7020,23.04626515,76.95388984
3630,640,7800,30,30,27.12054406,7020,23.05261748,76.94753755
3631,630,7790,30,30,27.12801734,7020,23.05896981,76.94118526
3632,630,7800,30,30,27.13549062,7020,23.06532215,76.93483297
3633,635,7790,30,30,27.1429639,7020,23.07167448,76.92848068
3634,630,7800,30,30,27.15043719,7020,23.07802681,76.92212839
3635,630,7800,30.5,30,27.15791047,7020,23.08437915,76.9157761
3636,630,7800,30,30,27.16538375,7020,23.09073148,76.90942381
3637,635,7800,30,30,27.17285704,7020,23.09708381,76.90307152
3638,635,7800,30,30,27.18033032,7020,23.10343615,76.89671923
3639,635,7790,30,30,27.1878036,7020,23.10978848,76.89036694
3640,630,7790,30,30,27.19527689,7020,23.11614081,76.88401465
3641,630,7790,30,30,27.20275017,7020,23.12249315,76.87766236
3642,630,7790,30,30,27.21022345,7020,23.12884548,76.87131007
3643,630,7790,30,30,27.21769673,7020,23.13519781,76.86495778
3644,635,7790,30,30,27.22517002,7020,23.14155015,76.85860549
3645,635,7790,30,30,27.2326433,7020,23.14790248,76.85225319
3646,635,7790,30,30,27.24011658,7020,23.15425481,76.8459009
3647,630,7790,30,30,27.24758987,7020,23.16060715,76.83954861
3648,635,7790,30,30,27.25506315,7020,23.16695948,76.83319632
3649,630,7790,30,30,27.26253643,7020,23.17331181,76.82684403
3650,635,7790,30,30,27.27000972,7020,23.17966415,76.82049174
3651,635,7790,30,30,27.277483,7020,23.18601648,76.81413945
3652,635,7790,30,30,27.28495628,7020,23.19236881,76.80778716
3653,640,7790,30,30,27.29242956,7020,23.19872115,76.80143487
3654,640,7790,30,30,27.29990285,7020,23.20507348,76.79508258
3655,635,7790,30,30,27.30737613,7020,23.21142581,76.78873029
3656,635,7790,30,30,27.31484941,7020,23.21777815,76.782378
3657,635,7790,30,30,27.3223227,7020,23.22413048,76.77602571
3658,635,7790,30,30,27.32979598,7020,23.23048281,76.76967342
3659,635,7790,30,30,27.33726926,7020,23.23683515,76.76332113
3660,635,7790,30,30,27.34474255,7020,23.24318748,76.75696884
3661,635,7790,30,30,27.35221583,7020,23.24953981,76.75061655
3662,640,7790,30,30,27.35968911,7020,23.25589215,76.74426426
3663,635,7790,30,30,27.36716239,7020,23.26224448,76.73791196
3664,630,7790,30,30,27.37463568,7020,23.26859681,76.73155967
3665,635,7790,30,30,27.38210896,7020,23.27494915,76.72520738
3666,635,7790,30,30,27.38958224,7020,23.28130148,76.71885509
3667,635,7790,30,30,27.39705553,7020,23.28765381,76.7125028
3668,635,7790,30,30,27.40452881,7020,23.29400615,76.70615051
3669,635,7790,30,30,27.41200209,7020,23.30035848,76.69979822
3670,635,7790,30,30,27.41947538,7020,23.30671081,76.69344593
3671,640,7790,30,30,27.42694866,7020,23.31306315,76.68709364
3672,635,7790,30,30,27.43442194,7020,23.31941548,76.68074135
3673,640,7790,30,30,27.44189522,7020,23.32576781,76.67438906
3674,635,7790,30,30,27.44936851,7020,23.33212015,76.66803677
3675,635,7790,30,30,27.45684179,7020,23.33847248,76.66168448
3676,635,7790,30,30,27.46431507,7020,23.34482481,76.65533219
3677,635,7790,30,30,27.47178836,7020,23.35117715,76.6489799
3678,635,7790,30,30,27.47926164,7020,23.35752948,76.64262761
3679,635,7790,30,30,27.48673492,7020,23.36388181,76.63627532
3680,635,7790,30,30,27.49420821,7020,23.37023415,76.62992302
3681,635,7790,30,30,27.50168149,7020,23.37658648,76.62357073
3682,640,7790,30,30,27.50915477,7020,23.38293881,76.61721844
3683,635,7790,30,30,27.51662805,7020,23.38929114,76.61086615
3684,635,7790,30,30,27.52410134,7020,23.39564348,76.60451386
3685,635,7790,30,30,27.53157462,7020,23.40199581,76.59816157
3686,635,7790,30,30,27.5390479,7020,23.40834814,76.59180928
3687,635,7790,30,30,27.54652119,7020,23.41470048,76.58545699
3688,635,7790,30,30,27.55399447,7020,23.42105281,76.5791047
3689,635,7790,30,30,27.56146775,7020,23.42740514,76.57275241
3690,635,7790,30,30,27.56894104,7020,23.43375748,76.56640012
3691,635,7790,30,30,27.57641432,7030,23.44010981,76.56004783
3692,635,7790,30,30,27.5838876,7030,23.44646214,76.55369554
3693,635,7780,30,30,27.59136088,7030,23.45281448,76.54734325
3694,635,7780,30,30,27.59883417,7030,23.45916681,76.54099096
3695,635,7790,30,30,27.60630745,7030,23.46551914,76.53463867
3696,635,7780,30,30,27.61378073,7030,23.47187148,76.52828638
3697,640,7790,30,30,27.62125402,7030,23.47822381,76.52193409
3698,635,7790,30,30,27.6287273,7030,23.48457614,76.51558179
3699,635,7790,30,30,27.63620058,7030,23.49092848,76.5092295
3700,635,7790,30,30,27.64367387,7030,23.49728081,76.50287721
3701,635,7780,30,30,27.65114715,7030,23.50363314,76.49652492
3702,635,7790,30,30,27.65862043,7030,23.50998548,76.49017263
3703,635,7780,30,30,27.66609371,7030,23.51633781,76.48382034
3704,635,7790,30,30,27.673567,7030,23.52269014,76.47746805
3705,635,7780,30,30,27.68104028,7030,23.52904248,76.47111576
3706,630,7780,30,30,27.68851356,7030,23.53539481,76.46476347
3707,635,7780,30,30,27.69598685,7030,23.54174714,76.45841118
3708,640,7780,30,30,27.70346013,7030,23.54809948,76.45205889
3709,635,7780,30,30,27.71093341,7030,23.55445181,76.4457066
3710,635,7780,30,30,27.7184067,7030,23.56080414,76.43935431
3711,635,7780,30,30,27.72587998,7030,23.56715648,76.43300202
3712,635,7780,30,30,27.73335326,7030,23.57350881,76.42664973
3713,635,7780,30,30,27.74082655,7030,23.57986114,76.42029744
3714,645,7780,30,30,27.74829983,7030,23.58621348,76.41394515
3715,635,7780,30,30,27.75577311,7030,23.59256581,76.40759286
3716,635,7780,30,30,27.76324639,7030,23.59891814,76.40124056
3717,630,7780,30,30,27.77071968,7030,23.60527048,76.39488827
3718,635,7780,30,30,27.77819296,7030,23.61162281,76.38853598
3719,630,7780,30,30,27.78566624,7030,23.61797514,76.38218369
3720,630,7780,30,30,27.79313953,7030,23.62432748,76.3758314
3721,640,7780,30,30,27.80061281,7030,23.63067981,76.36947911
3722,635,7780,30,30,27.80808609,7030,23.63703214,76.36312682
3723,635,7780,30,30,27.81555938,7030,23.64338448,76.35677453
3724,640,7780,30,30,27.82303266,7030,23.64973681,76.35042224
3725,635,7780,30,30,27.83050594,7030,23.65608914,76.34406995
3726,635,7780,30,30,27.83797922,7030,23.66244148,76.33771766
3727,640,7780,30,30,27.84545251,7030,23.66879381,76.33136537
3728,635,7780,30,30,27.85292579,7030,23.67514614,76.32501308
3729,630,7780,30,30,27.86039907,7030,23.68149848,76.31866079
3730,635,7780,30,30,27.86787236,7030,23.68785081,76.3123085
3731,630,7780,30,30,27.87534564,7030,23.69420314,76.30595621
3732,635,7780,30,30,27.88281892,7030,23.70055548,76.29960392
3733,640,7780,30,30,27.89029221,7030,23.70690781,76.29325163
3734,635,7780,30.5,30,27.89776549,7030,23.71326014,76.28689933
3735,635,7780,30,30,27.90523877,7030,23.71961248,76.28054704
3736,640,7780,30,30,27.91271205,7030,23.72596481,76.27419475
3737,640,7780,30,30,27.92018534,7030,23.73231714,76.26784246
3738,635,7780,30,30,27.92765862,7030,23.73866948,76.26149017
3739,635,7780,30,30,27.9351319,7030,23.74502181,76.25513788
3740,635,7780,30,30,27.94260519,7030,23.75137414,76.24878559
3741,635,7780,30,30,27.95007847,7030,23.75772648,76.2424333
3742,635,7780,30,30,27.95755175,7030,23.76407881,76.23608101
3743,630,7780,30,30,27.96502504,7030,23.77043114,76.22972872
3744,630,7780,30,30,27.97249832,7030,23.77678348,76.22337643
3745,635,7780,30,30,27.9799716,7030,23.78313581,76.21702414
3746,635,7780,30,30,27.98744488,7030,23.78948814,76.21067185
3747,630,7780,30,30,27.99491817,7030,23.79584048,76.20431956
3748,640,7780,30,30,28.00239145,7030,23.80219281,76.19796727
3749,635,7780,30,30,28.00986473,7030,23.80854514,76.19161498
3750,630,7780,30,30,28.01733802,7030,23.81489747,76.18526269
3751,635,7780,30,30,28.0248113,7030,23.82124981,76.1789104
3752,635,7780,30,30,28.03228458,7030,23.82760214,76.1725581
3753,635,7780,30,30,28.03975787,7030,23.83395447,76.16620581
3754,635,7780,30,30,28.04723115,7030,23.84030681,76.15985352
3755,635,7780,30,30,28.05470443,7030,23.84665914,76.15350123
3756,635,7770,30,30,28.06217771,7030,23.85301147,76.14714894
3757,630,7780,30,30,28.069651,7030,23.85936381,76.14079665
3758,630,7780,30,30,28.07712428,7030,23.86571614,76.13444436
3759,640,7780,30,30,28.08459756,7030,23.87206847,76.12809207
3760,635,7780,30,30,28.09207085,7030,23.87842081,76.12173978
3761,635,7780,30,30,28.09954413,7030,23.88477314,76.11538749
3762,635,7770,30,30,28.10701741,7030,23.89112547,76.1090352
3763,635,7780,30,30,28.1144907,7030,23.89747781,76.10268291
3764,635,7770,30,30,28.12196398,7030,23.90383014,76.09633062
3765,635,7770,30,30,28.12943726,7030,23.91018247,76.08997833
3766,640,7770,30,30,28.13691054,7030,23.91653481,76.08362604
3767,635,7770,30,30,28.14438383,7030,23.92288714,76.07727375
3768,640,7770,30,30,28.15185711,7030,23.92923947,76.07092146
3769,635,7780,30,30,28.15933039,7030,23.93559181,76.06456917
3770,635,7770,30,30,28.16680368,7030,23.94194414,76.05821687
3771,640,7770,30,30,28.17427696,7030,23.94829647,76.05186458
3772,635,7770,30,30,28.18175024,7030,23.95464881,76.04551229
3773,640,7770,30,30,28.18922353,7030,23.96100114,76.03916
3774,635,7770,30,30,28.19669681,7030,23.96735347,76.03280771
3775,635,7770,30,30,28.20417009,7030,23.97370581,76.02645542
3776,635,7770,30,30,28.21164337,7030,23.98005814,76.02010313
3777,640,7770,30.5,30,28.21911666,7030,23.98641047,76.01375084
3778,635,7770,30,30,28.22658994,7030,23.99276281,76.00739855
3779,635,7770,30,30,28.23406322,7030,23.99911514,76.00104626
3780,635,7770,30.5,30,28.24153651,7030,24.00546747,75.99469397
3781,635,7770,30,30,28.24900979,7030,24.01181981,75.98834168
3782,635,7770,30,30,28.25648307,7030,24.01817214,75.98198939
3783,635,7770,30,30,28.26395636,7030,24.02452447,75.9756371
3784,635,7770,30,30,28.27142964,7030,24.03087681,75.96928481
3785,635,7770,30,30,28.27890292,7030,24.03722914,75.96293252
3786,635,7770,30,30,28.28637621,7030,24.04358147,75.95658023
3787,635,7770,30,30,28.29384949,7030,24.04993381,75.95022793
3788,635,7770,30,30,28.30132277,7030,24.05628614,75.94387564
3789,635,7770,30,30,28.30879605,7030,24.06263847,75.93752335
3790,635,7770,30,30,28.31626934,7030,24.06899081,75.93117106
3791,640,7770,30.5,30,28.32374262,7030,24.07534314,75.92481877
3792,640,7770,30,30,28.3312159,7030,24.08169547,75.91846648
3793,635,7770,30,30,28.33868919,7030,24.08804781,75.91211419
3794,635,7770,30,30,28.34616247,7030,24.09440014,75.9057619
3795,630,7770,30,30,28.35363575,7030,24.10075247,75.89940961
3796,635,7770,30,30,28.36110904,7030,24.10710481,75.89305732
3797,635,7770,30,30,28.36858232,7030,24.11345714,75.88670503
3798,630,7770,30,30,28.3760556,7030,24.11980947,75.88035274
3799,635,7770,30,30,28.38352888,7040,24.12616181,75.87400045
3800,635,7770,30,30,28.39100217,7040,24.13251414,75.86764816
3801,630,7770,30,30,28.39847545,7040,24.13886647,75.86129587
3802,635,7770,30,30,28.40594873,7040,24.14521881,75.85494358
3803,630,7770,30.5,30,28.41342202,7040,24.15157114,75.84859129
3804,630,7770,30.5,30,28.4208953,7040,24.15792347,75.842239
3805,635,7770,30,30,28.42836858,7040,24.16427581,75.8358867
3806,635,7770,30,30,28.43584187,7040,24.17062814,75.82953441
3807,635,7770,30,30,28.44331515,7040,24.17698047,75.82318212
3808,635,7770,30,30,28.45078843,7040,24.18333281,75.81682983
3809,640,7770,30,30,28.45826171,7040,24.18968514,75.81047754
3810,630,7770,30,30,28.465735,7040,24.19603747,75.80412525
3811,635,7770,30,30,28.47320828,7040,24.20238981,75.79777296
3812,635,7770,30,30,28.48068156,7040,24.20874214,75.79142067
3813,640,7770,30,30,28.48815485,7040,24.21509447,75.78506838
3814,640,7770,30,30,28.49562813,7040,24.2214468,75.77871609
3815,640,7770,30,30,28.50310141,7040,24.22779914,75.7723638
3816,635,7770,30,30,28.5105747,7040,24.23415147,75.76601151
3817,645,7770,30,30,28.51804798,7040,24.2405038,75.75965922
3818,635,7770,30,30,28.52552126,7040,24.24685614,75.75330693
3819,635,7770,30,30,28.53299454,7040,24.25320847,75.74695464
3820,635,7770,30,30,28.54046783,7040,24.2595608,75.74060235
3821,635,7770,30.5,30.5,28.54794111,7040,24.26591314,75.73425006
3822,645,7770,30,30,28.55541439,7040,24.27226547,75.72789777
3823,630,7760,30,30,28.56288768,7040,24.2786178,75.72154547
3824,635,7770,30,30,28.57036096,7040,24.28497014,75.71519318
3825,635,7760,30,30,28.57783424,7040,24.29132247,75.70884089
3826,635,7760,30,30,28.58530753,7040,24.2976748,75.7024886
3827,635,7760,30,30,28.59278081,7040,24.30402714,75.69613631
3828,635,7760,30,30,28.60025409,7040,24.31037947,75.68978402
3829,635,7760,30,30,28.60772737,7040,24.3167318,75.68343173
3830,635,7760,30,30,28.61520066,7040,24.32308414,75.67707944
3831,640,7760,30,30,28.62267394,7040,24.32943647,75.67072715
3832,630,7760,30,30,28.63014722,7040,24.3357888,75.66437486
3833,640,7760,30,30,28.63762051,7040,24.34214114,75.65802257
3834,635,7760,30,30,28.64509379,7040,24.34849347,75.65167028
3835,635,7760,30,30,28.65256707,7040,24.3548458,75.64531799
3836,635,7760,30,30,28.66004036,7040,24.36119814,75.6389657
3837,635,7760,30,30,28.66751364,7040,24.36755047,75.63261341
3838,635,7760,30,30,28.67498692,7040,24.3739028,75.62626112
3839,635,7760,30,30,28.6824602,7040,24.38025514,75.61990883
3840,635,7760,30,30,28.68993349,7040,24.38660747,75.61355654
3841,635,7760,30,30,28.69740677,7040,24.3929598,75.60720424
3842,635,7760,30,30,28.70488005,7040,24.39931214,75.60085195
3843,635,7760,30,30,28.71235334,7040,24.40566447,75.59449966
3844,635,7760,30,30,28.71982662,7040,24.4120168,75.58814737
3845,635,7760,30,30,28.7272999,7040,24.41836914,75.58179508
3846,635,7760,30,30,28.73477319,7040,24.42472147,75.57544279
3847,640,7760,30,30,28.74224647,7040,24.4310738,75.5690905
3848,630,7760,30,30,28.74971975,7040,24.43742614,75.56273821
3849,635,7760,30,30,28.75719303,7040,24.44377847,75.55638592
3850,635,7760,30,30,28.76466632,7040,24.4501308,75.55003363
3851,630,7760,30,30,28.7721396,7040,24.45648314,75.54368134
3852,635,7760,30,30,28.77961288,7040,24.46283547,75.53732905
3853,640,7760,30,30,28.78708617,7040,24.4691878,75.53097676
3854,635,7760,30,30,28.79455945,7040,24.47554014,75.52462447
3855,635,7760,30,30,28.80203273,7040,24.48189247,75.51827218
3856,640,7760,30,30,28.80950602,7040,24.4882448,75.51191989
3857,635,7760,30,30,28.8169793,7040,24.49459714,75.5055676
3858,635,7760,30,30,28.82445258,7040,24.50094947,75.49921531
3859,640,7760,30,30,28.83192587,7040,24.5073018,75.49286301
3860,635,7760,30,30,28.83939915,7040,24.51365414,75.48651072
3861,635,7760,30,30,28.84687243,7040,24.52000647,75.48015843
3862,635,7760,30,30,28.85434571,7040,24.5263588,75.47380614
3863,635,7760,30,30,28.861819,7040,24.53271114,75.46745385
3864,635,7760,30,30,28.86929228,7040,24.53906347,75.46110156
3865,635,7760,30,30,28.87676556,7040,24.5454158,75.45474927
3866,635,7760,30,30,28.88423885,7040,24.55176814,75.44839698
3867,640,7760,30,30,28.89171213,7040,24.55812047,75.44204469
3868,635,7760,30,30,28.89918541,7040,24.5644728,75.4356924
3869,640,7760,30,30,28.9066587,7040,24.57082514,75.42934011
3870,640,7760,30,30,28.91413198,7040,24.57717747,75.42298782
3871,640,7760,30,30,28.92160526,7040,24.5835298,75.41663553
3872,635,7760,30,30,28.92907854,7040,24.58988214,75.41028324
3873,635,7760,30,30,28.93655183,7040,24.59623447,75.40393095
3874,635,7760,30,30,28.94402511,7040,24.6025868,75.39757866
3875,635,7760,30,30,28.95149839,7040,24.60893914,75.39122637
3876,635,7760,30,30,28.95897168,7040,24.61529147,75.38487407
3877,635,7760,30,30,28.96644496,7040,24.6216438,75.37852178
3878,630,7760,30,30,28.97391824,7040,24.62799613,75.37216949
3879,635,7760,30,30,28.98139153,7040,24.63434847,75.3658172
3880,630,7760,30,30,28.98886481,7040,24.6407008,75.35946491
3881,635,7760,30,30,28.99633809,7040,24.64705313,75.35311262
3882,635,7760,30,30,29.00381137,7040,24.65340547,75.34676033
3883,635,7760,30,30,29.01128466,7040,24.6597578,75.34040804
3884,630,7760,30,30,29.01875794,7040,24.66611013,75.33405575
3885,635,7760,30,30,29.02623122,7040,24.67246247,75.32770346
3886,640,7760,30,30,29.03370451,7040,24.6788148,75.32135117
3887,630,7760,30,30,29.04117779,7040,24.68516713,75.31499888
3888,630,7760,30,30,29.04865107,7040,24.69151947,75.30864659
3889,635,7760,30,30,29.05612436,7040,24.6978718,75.3022943
3890,635,7760,30,30,29.06359764,7040,24.70422413,75.29594201
3891,635,7760,30,30,29.07107092,7040,24.71057647,75.28958972
3892,635,7760,30,30,29.0785442,7040,24.7169288,75.28323743
3893,635,7760,30,30,29.08601749,7040,24.72328113,75.27688514
3894,635,7760,30,30,29.09349077,7040,24.72963347,75.27053284
3895,630,7760,30,30,29.10096405,7040,24.7359858,75.26418055
3896,635,7760,30,30,29.10843734,7040,24.74233813,75.25782826
3897,635,7750,30,30,29.11591062,7040,24.74869047,75.25147597
3898,640,7760,30,30,29.1233839,7040,24.7550428,75.24512368
3899,635,7750,30,30,29.13085719,7040,24.76139513,75.23877139
3900,640,7760,30,30,29.13833047,7040,24.76774747,75.2324191
3901,635,7760,30.5,30,29.14580375,7040,24.7740998,75.22606681
3902,635,7750,30,30,29.15327703,7040,24.78045213,75.21971452
